StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.3,Q2.4,Q2.5,Q2.7_1,Q3.1_Browser,Q3.1_Version,Q3.1_Operating System,Q3.1_Resolution,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.3,Q4.4_First Click,Q4.4_Last Click,Q4.4_Page Submit,Q4.4_Click Count,Q4.5,Q4.6_First Click,Q4.6_Last Click,Q4.6_Page Submit,Q4.6_Click Count,Q4.7,Q4.8_First Click,Q4.8_Last Click,Q4.8_Page Submit,Q4.8_Click Count,Q4.9,Q4.10_First Click,Q4.10_Last Click,Q4.10_Page Submit,Q4.10_Click Count,Q4.11,Q4.12_First Click,Q4.12_Last Click,Q4.12_Page Submit,Q4.12_Click Count,Q5.3,Q5.4_First Click,Q5.4_Last Click,Q5.4_Page Submit,Q5.4_Click Count,Q5.5,Q5.6_First Click,Q5.6_Last Click,Q5.6_Page Submit,Q5.6_Click Count,Q5.7,Q5.8_First Click,Q5.8_Last Click,Q5.8_Page Submit,Q5.8_Click Count,Q5.9,Q5.10_First Click,Q5.10_Last Click,Q5.10_Page Submit,Q5.10_Click Count,Q5.11,Q5.12_First Click,Q5.12_Last Click,Q5.12_Page Submit,Q5.12_Click Count,Q5.13,Q5.14_First Click,Q5.14_Last Click,Q5.14_Page Submit,Q5.14_Click Count,Q5.15,Q5.16_First Click,Q5.16_Last Click,Q5.16_Page Submit,Q5.16_Click Count,Q7.2_1,Q7.3,Q7.4,Q7.5,Q8.2_1,Q8.3,Q8.4,Q8.5,Q9.1,Q10.1,Q12.1,Q12.2,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.14,Q14.2,Q14.3,Q14.3_3_TEXT,Q14.4,Q14.4_4_TEXT,Q14.5,id,DeviceIdentifier
2021-05-10 02:01:09,2021-05-10 02:17:44,IP Address,178.194.61.201,100,995,True,2021-05-10 02:17:44,R_2fkXvV8XVaL3KPw,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,81.964,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,S,L,C,31,10,30,6.049,6.049,100.591,1,"13,5",51.514,51.514,54.768,1,"0,5",51.661,51.661,54.081,1,15,54.849,54.849,75.921,1,234,156.578,156.578,162.014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,(2),(2),(2),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,D'accord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,20,Une Femme,,Etudiant.e,,,12859,
2021-05-10 02:08:50,2021-05-10 02:19:24,IP Address,81.28.196.50,100,633,True,2021-05-10 02:19:24,R_vSmmT1lDh1oBLjz,,,,,46.35870361328125,6.1403045654296875,anonymous,FR,0,0,94.343,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1536x864,T,V,C,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,ennui,7.946,7.946,22.03,1,tendresse,1.996,1.996,18.135,1,enthousiasme,1.852,1.852,10.802,1,tristesse,1.45,1.45,17.446,1,peur,2.947,2.947,10.406,1,dégoût,2.495,2.495,7.963,1,enthousiasme,1.871,1.871,6.171,1,,,,,10.09,(4),(2),(5),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(3),(3),Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,"Ni d'accord, ni en désaccord",D'accord,Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,21,Un Homme,,Etudiant.e,,non,13384,
2021-05-10 02:26:16,2021-05-10 02:37:46,IP Address,129.194.72.146,100,690,True,2021-05-10 02:37:46,R_1MRIRY1RzStqkaZ,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,7.342,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.1,Macintosh,1440x900,P,I,S,14,2,30,12.633,12.633,51.839,1,13.50 CHF,56.332,56.332,68.689,1,1 CHF,33.986,94.652,108.5,3,15,26.208,26.208,31.289,1,234,4.798,4.798,43.751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.83,(5),(5),(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,Pas du tout d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt en désaccord,Plutôt d'accord,"Ni d'accord, ni en désaccord",En désaccord,Plutôt en désaccord,Plutôt d'accord,Plutôt en désaccord,21,Une Femme,,Etudiant.e,,Il est difficile de répondre à ces question quand on habite encore chez nos parents et que ce n'est pas nous qui choisissons quoi acheter pour la maison etc.,13138,
2021-05-10 02:43:31,2021-05-10 02:50:30,IP Address,85.7.79.186,100,419,True,2021-05-10 02:50:31,R_1EX5QSYmpzZb1Be,,,,,46.5388031005859375,6.588592529296875,anonymous,FR,0,0,15.99,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,13.1.2,Macintosh,1440x900,P,M,E,14,10,30,11.399,11.399,36.798,1,"13.5 ",26.422,26.422,29.486,1,1,58.538,58.538,74.683,1,15,15.493,15.493,18.415,1,234,20.919,20.919,24.221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,(1),(0) Pas du tout susceptible,(2),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt en désaccord,Tout à fait d'accord,Plutôt en désaccord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,21,Une Femme,,Etudiant.e,,,13507,
2021-05-10 02:55:52,2021-05-10 03:00:05,IP Address,195.176.241.239,100,252,True,2021-05-10 03:00:05,R_PCmVrYmXqhrjLA5,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,4.137,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,89.0.4389.128,Macintosh,1440x900,G,P,L,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,Haine,1.648,1.648,6.569,1,pleurs,1.147,1.147,6.664,1,Peur,1.077,1.077,5.524,1,Injustice,1.645,1.645,5.359,1,Motivation,1.036,1.036,9.61,1,sieste,1.297,14.326,23.321,4,Grande chose,2.282,2.282,7.068,1,5.4,(4),(2),(3),,,,,Non,Je prends le temps de réfléchir avec précision,(4),(2),Plutôt d'accord,D'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,30,Un Homme,,Actif.ve,,,13462,
2021-05-10 03:29:09,2021-05-10 03:35:40,IP Address,109.29.246.189,100,391,True,2021-05-10 03:35:41,R_29ii2tevKnRzPI0,,,,,46.148193359375,6.4127960205078125,anonymous,FR,0,0,19.364,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1366x768,P,B,M,21,5,5,15.496,15.496,20.769,1,"13,5",6.122,6.122,16.119,1,1,11.681,11.681,14.812,1,15,19.451,19.451,24.066,1,234,11.943,11.943,17.213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,(4),(4),(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,D'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,Plutôt d'accord,D'accord,19,Une Femme,,Etudiant.e,,,13660,
2021-05-10 03:34:07,2021-05-10 03:35:49,IP Address,129.194.132.58,100,102,True,2021-05-10 03:35:49,R_xmX7mbw0H0zEEJX,,,,,46.194000244140625,6.1385040283203125,anonymous,FR,0,0,2.784,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Firefox,87.0,Windows NT 10.0,1920x1080,A,A,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,a,2.885,2.885,4.132,1,a,1.3,1.3,2.002,1,a,0.661,0.661,1.503,1,a,0.474,0.474,1.508,1,a,0.466,0.466,1.182,1,a,0.644,0.644,1.467,1,a,0.699,0.699,1.47,1,,,,,7.12,(0) Pas du tout probable,(0) Pas du tout susceptible,(0) Pas du tout d'accord,Oui,Je prends le temps de réfléchir avec précision,Pas de sentiments négatifs à propos du réchauffement climatique (0),Pas de sentiments positifs à propos du réchauffement climatique (0),Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,1,Un Homme,,Etudiant.e,,1,13627,
2021-05-10 03:40:20,2021-05-10 03:47:54,IP Address,90.114.22.42,100,453,True,2021-05-10 03:47:54,R_1K9JLNwtKg8Wd60,,,,,46.1963043212890625,6.2400054931640625,anonymous,FR,3.988,3.988,4.53,1,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Macintosh,1440x900,G,M,M,30,3,30 m,1.846,29.23,45.496,4,13.50,1.501,1.501,24.621,1,"0.50 ",4.707,22.845,28.82,2,15,22.139,22.139,59.488,1,234,11.509,11.509,33.036,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,(3),(3),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",Tout à fait d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt en désaccord,Plutôt d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",23,Une Femme,,Etudiant.e,,,11284,
2021-05-10 03:44:06,2021-05-10 03:51:44,IP Address,86.220.46.130,100,457,True,2021-05-10 03:51:44,R_31SGsVMRnAtZ4AX,,,,,46.3773040771484375,6.4929962158203125,anonymous,FR,0,0,26.286,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Firefox,88.0,Windows NT 10.0,1278x852,A,C,N,28,2,"1,8",2.318,2.318,37.819,1,"13,5",40.03,40.03,43.98,1,1,18.648,18.648,22.633,1,15,12.318,12.318,15.175,1,234,9.569,9.569,12.579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,(3),(5),(5),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",Tout à fait d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,D'accord,Tout à fait d'accord,Plutôt d'accord,En désaccord,Tout à fait d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,19,Une Femme,,Etudiant.e,,,12652,
2021-05-10 04:00:37,2021-05-10 04:10:25,IP Address,85.5.186.191,100,588,True,2021-05-10 04:10:25,R_2pRYohRn6W2x9Vz,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,30.077,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Firefox,88.0,Macintosh,1440x900,C,B,E,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,"Rien de particulier, je ne suis pas Française donc pas vraiment d'intérêt.",1.35,1.35,22.339,1,"empathie ",1.762,1.762,8.04,1,Joie,1.978,1.978,15.763,1,tristesse,2.144,2.144,10.287,1,détermination,2.474,47.437,49.876,6,Repos,1.649,1.649,20.684,1,"indispensable, dépendance",1.826,1.826,13.494,1,,,,,12,(3),(4),(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Légèrement positifs (1),Plutôt en désaccord,D'accord,En désaccord,"Ni d'accord, ni en désaccord",Plutôt en désaccord,Plutôt d'accord,"Ni d'accord, ni en désaccord",En désaccord,Plutôt d'accord,Plutôt d'accord,En désaccord,Plutôt en désaccord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",20,Une Femme,,Etudiant.e,,"Forcément, quand on a pas de revenus on choisi souvent les alternatives les moins chère, enfin j'imagine.",13021,
2021-05-10 03:40:13,2021-05-10 04:11:30,IP Address,85.6.134.196,100,1877,True,2021-05-10 04:11:30,R_11XhTOV1pXX75zY,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,7.761,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.1,Macintosh,1920x1080,L,M,M,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,hypocrite,14.548,14.548,18.086,1,tendresse,2.302,2.302,8.619,1,belles robes,3.435,3.435,9.471,1,frustration,1.975,1.975,7.187,1,espoir,2.082,2.082,17.492,1,coocooning,3.05,3.05,11.718,1,vitesse,2.163,2.163,13.396,1,7.01,(6) Très probable,(6) Très susceptible,(3),,,,,Oui,Je décide très rapidement sur la base de mon intuition,Pas de sentiments négatifs à propos du réchauffement climatique (0),(4),"Ni d'accord, ni en désaccord",Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,47,Une Femme,,Actif.ve,,"J'ai aussi tendance à mettre plus en valeur l'aspect ""local"" avant même que le bio, surtout car on ne parle pas beaucoup des l'impact environnemental des produits bio qui sont importés de l'autre bout du monde, je me méfie aussi des labels bio, car je sais que les critères d'obtention sont aussi très trompeurs - il suffit de cocher un minimum de cases pour l'obtenir-. Pour ce qui est de la technologie, comme les ampoules par exemple, il est vrai que si l'ampoule est positive pour l'environnement d'un point de vue économie d'énergie, elle l'est parfois moins du point de vue de gestions des parties très  polluantes qui la constitue et extraction de produits pour la fabriquer, de même pour le batteries; les voitures électriques polluent moins au niveau de particules fines, certes, mais pas au niveau d'émission de co2 et consommation d'énergie. Très peu de choix sont bons à tout égard, il y a que la réduction en consommation qui porte vraiment des fruits.",13594,
2021-05-10 04:02:44,2021-05-10 04:13:28,IP Address,129.194.76.47,100,644,True,2021-05-10 04:13:29,R_O8LRZkhXVF2tQ7n,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,12.145,12.145,12.661,1,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,G,A,D,7,2,30,42.018,42.056,52.974,2,12.5,54.941,108.794,113.403,2,1,41.342,41.342,50.294,1,15,18.212,18.212,22.006,1,entre 150 et 200,4.275,24.76,29.923,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38,(3),(4),(3),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,23,Un Homme,,Etudiant.e,,,13198,
2021-05-10 04:29:14,2021-05-10 04:32:44,IP Address,188.155.238.25,100,210,True,2021-05-10 04:32:45,R_3htCp0dML5nBN7f,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,5.167,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.1,Macintosh,1440x900,S,E,A,9,8,30,1.122,15.165,15.721,2,13.5,1.221,1.221,8.104,1,1,1.073,1.073,7.319,1,15,0.668,0.668,13.084,1,234,0.98,0.98,8.115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04,(1),(2),(4),Non,Je décide très rapidement sur la base de mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt en désaccord,"Ni d'accord, ni en désaccord",En désaccord,Plutôt d'accord,Plutôt en désaccord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt en désaccord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",D'accord,Plutôt d'accord,Plutôt d'accord,20,Une Femme,,Etudiant.e,,,10960,
2021-05-10 04:30:18,2021-05-10 04:34:49,IP Address,178.192.178.173,100,271,True,2021-05-10 04:34:50,R_3lWcF6klOapKAPq,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,2.758,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,Y,H,E,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,défensive,1.076,1.076,29.042,1,"admirative ",0.747,0.747,15.635,1,"pas concernée ",3.074,3.074,19.163,1,attristée,1.14,1.14,12.149,1,fortement motivée,0.773,16.841,17.429,2,détente,0.716,0.716,10.217,1,dépendante pour les recherches,1.002,1.002,7.279,1,11.26,(6) Très probable,(0) Pas du tout susceptible,(6) Tout à fait d'accord,,,,,Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,Légèrement négatifs (1),Pas de sentiments positifs à propos du réchauffement climatique (0),D'accord,D'accord,D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,Plutôt en désaccord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,27,Une Femme,,Etudiant.e,,,10777,
